,content,time,author
350,.dg fight <@!528580754683461632>,2021-10-20 13:50:38.566,377787590729924608
351,$give <@!386643626530308096> Yohan Go,2021-10-20 14:03:10.541,490180796804497419
352,<@!377787590729924608> jec minjem 60k dong,2021-10-20 14:04:47.553,528580754683461632
353,.trade <@!528580754683461632>,2021-10-20 14:14:52.054,386643626530308096
354,<@!377787590729924608> jec,2021-10-20 14:26:06.231,528580754683461632
355,.give <@!528580754683461632> 60000,2021-10-20 14:26:46.229,377787590729924608
356,<@!332167919335243778>,2021-10-20 16:00:45.118,377787590729924608
357,Bl kan ini <@386643626530308096>,2021-10-21 02:16:19.366,490180796804497419
358,rpg hal boo <@!377787590729924608>,2021-10-21 03:43:16.606,528580754683461632
359,rpg hal boo <@!528580754683461632>,2021-10-21 03:43:21.210,377787590729924608
360,.dg fight <@!377787590729924608>,2021-10-21 03:53:21.923,490180796804497419
361,.give <@!377787590729924608> 60000,2021-10-21 04:01:36.981,528580754683461632
362,.give <@!528580754683461632> 60000,2021-10-21 04:12:26.247,377787590729924608
363,.marry <@!528580754683461632>,2021-10-21 04:45:53.064,377787590729924608
364,.marry <@!377787590729924608>,2021-10-21 04:46:01.946,528580754683461632
365,<@!377787590729924608>,2021-10-21 06:12:52.634,528580754683461632
366,<@!377787590729924608>,2021-10-21 06:15:50.700,528580754683461632
367,.trade <@!377787590729924608>,2021-10-21 06:41:31.632,528580754683461632
368,owohug <@!528580754683461632>,2021-10-21 06:42:05.631,377787590729924608
369,endu protector cbless <@!528580754683461632>,2021-10-21 06:43:56.505,377787590729924608
370,gimana bisa ga <@!332167919335243778>,2021-10-21 07:05:05.678,377787590729924608
371,.trade <@456226577798135808>,2021-10-21 07:13:51.047,377787590729924608
372,.trade <@456226577798135808>,2021-10-21 07:14:03.455,377787590729924608
373,.trade <@!490180796804497419>,2021-10-21 07:14:07.085,377787590729924608
374,<@377787590729924608>,2021-10-21 07:15:21.379,490180796804497419
375,$give hatsune miku <@!292567325855711235>,2021-10-21 09:37:48.544,887620839107870740
376,$give <@!887620839107870740> sakura yamauchi,2021-10-21 12:32:22.288,377787590729924608
377,$give <@!292567325855711235> sakura yamauchi,2021-10-21 12:33:29.982,377787590729924608
378,$givek <@!377787590729924608> 300,2021-10-21 12:34:02.259,292567325855711235
379,$givek <@!292567325855711235> 300,2021-10-21 12:34:17.645,377787590729924608
380,i need 1 more level smh <@!528580754683461632>,2021-10-21 12:41:50.074,377787590729924608
381,rpg cd <@!528580754683461632>,2021-10-21 12:41:52.448,377787590729924608
382,.trade <@!528580754683461632>,2021-10-21 15:06:25.987,490180796804497419
383,<@!332167919335243778>,2021-10-21 16:27:02.613,377787590729924608
384,<@!332167919335243778>,2021-10-21 16:28:00.494,377787590729924608
385,<@!292567325855711235> u sleepin?,2021-10-21 17:05:01.613,377787590729924608
386,owohug <@!292567325855711235>,2021-10-21 17:05:36.166,377787590729924608
387,owohug <@!377787590729924608>,2021-10-21 17:05:43.476,292567325855711235
388,rpg duel <@!528580754683461632>,2021-10-21 17:14:24.303,377787590729924608
389,<@!345445833489121280>,2021-10-22 01:47:59.840,386643626530308096
390,rpg hal boo <@!377787590729924608>,2021-10-22 01:53:57.003,528580754683461632
391,.give <@!386643626530308096> 33000,2021-10-22 02:16:23.334,528580754683461632
392,<@!386643626530308096> peach cat in anime,2021-10-22 04:00:36.455,292567325855711235
393,<@!528580754683461632>,2021-10-22 05:36:47.703,377787590729924608
394,<@!528580754683461632>,2021-10-22 05:36:58.149,377787590729924608
395,rpg i <@!528580754683461632>,2021-10-22 05:37:45.385,377787590729924608
396,<@!528580754683461632>,2021-10-22 05:38:03.829,377787590729924608
397,rpg i <@!528580754683461632>,2021-10-22 06:44:25.252,377787590729924608
398,$mmrk <@!332167919335243778>,2021-10-22 07:34:40.774,377787590729924608
399,<@!332167919335243778>,2021-10-22 07:35:53.318,377787590729924608
400,<@377787590729924608> atk,2021-10-22 08:36:33.154,528580754683461632
401,<@332167919335243778>,2021-10-22 10:18:33.104,386643626530308096
402,<@!528580754683461632>,2021-10-22 11:29:46.805,377787590729924608
403,<@386643626530308096> pls i need alphonse,2021-10-22 11:36:55.374,528580754683461632
404,anjay mantap <@!528580754683461632>,2021-10-22 11:39:55.599,377787590729924608
405,.give <@528580754683461632> 33000,2021-10-22 14:32:40.451,386643626530308096
406,$givek <@!386643626530308096> 200,2021-10-22 16:17:31.399,345445833489121280
407,$give doppo kunikida <@!345445833489121280>,2021-10-22 16:58:18.574,386643626530308096
408,$givek <@!332167919335243778> 200,2021-10-22 17:13:28.090,377787590729924608
409,$givek 200 <@!332167919335243778>,2021-10-22 17:13:30.791,386643626530308096
410,$givek <@!332167919335243778> 200,2021-10-22 17:13:42.280,386643626530308096
411,$givek <@!528580754683461632> 200,2021-10-22 17:23:26.875,377787590729924608
412,$givek <@!528580754683461632> 200,2021-10-22 17:23:35.233,386643626530308096
413,$givek <@!386643626530308096> 200,2021-10-22 17:36:42.362,377787590729924608
414,$mmrk <@!892355468314435594>,2021-10-22 20:21:26.866,377787590729924608
415,<@!432610292342587392>,2021-10-23 02:10:51.106,377787590729924608
416,Rpg hal boo <@377787590729924608>,2021-10-23 04:31:43.103,528580754683461632
417,<@!377787590729924608> minecraft ga bund,2021-10-23 05:02:10.141,490180796804497419
418,rpg hal boo <@!377787590729924608>,2021-10-23 05:18:50.530,528580754683461632
419,gabisa vote <@!345445833489121280>,2021-10-23 05:43:58.013,377787590729924608
420,<@!377787590729924608> <@!386643626530308096> valo ?,2021-10-23 05:50:45.299,490180796804497419
421,<@!292567325855711235>,2021-10-23 05:50:55.047,490180796804497419
422,<@!386643626530308096> <@!292567325855711235> mo ikut gaa,2021-10-23 05:51:47.048,490180796804497419
423,<@456226577798135808> rowin ikut itu,2021-10-23 05:51:56.226,377787590729924608
424,<@!490180796804497419>,2021-10-23 05:51:59.347,377787590729924608
425,rpg hal boo <@!377787590729924608>,2021-10-23 06:40:19.138,528580754683461632
426,<@!386643626530308096> in case u want,2021-10-23 11:05:56.064,345445833489121280
427,.give <@!332167919335243778> 1,2021-10-23 12:19:39.843,377787590729924608
428,<@!528580754683461632> join ofc,2021-10-23 12:40:46.470,377787590729924608
429,u gonna play again or sleep mike? <@!292567325855711235>,2021-10-23 15:34:37.125,377787590729924608
430,not sleep yet definitely hehe <@!377787590729924608>,2021-10-23 15:35:03.506,292567325855711235
431,Rpg hal boo <@377787590729924608>,2021-10-23 18:53:43.612,528580754683461632
432,Si <@352058734815608843> mana kamu,2021-10-23 19:17:34.982,490180796804497419
433,<@345445833489121280> icaa,2021-10-24 04:35:11.390,386643626530308096
434,marry di anigame tuh dpt gold bonus <@!528580754683461632>,2021-10-24 06:16:40.022,377787590729924608
435,.cl invite <@!892355468314435594>,2021-10-24 06:27:15.698,377787590729924608
436,.clan promote <@!892355468314435594> leader,2021-10-24 06:27:45.790,377787590729924608
437,rpg hal boo <@!377787590729924608>,2021-10-24 06:30:30.677,892355468314435594
438,Rpg hal boo <@377787590729924608>,2021-10-24 06:33:25.873,528580754683461632
439,tpi ga janji <@456226577798135808>,2021-10-24 07:14:01.030,377787590729924608
440,ICA KELEWATAN KITA <@!345445833489121280>,2021-10-24 08:52:32.432,386643626530308096
441,<@!528580754683461632> akamaru mirip kamu,2021-10-24 10:54:17.578,386643626530308096
442,<@!528580754683461632> mo lanjutin minecraft ga bund,2021-10-24 12:31:11.069,490180796804497419
443,<@!528580754683461632> cmere,2021-10-24 15:10:27.766,377787590729924608
444,$givek <@!292567325855711235> 1863,2021-10-24 16:32:12.775,887620839107870740
445,rpg hal boo <@!377787590729924608>,2021-10-24 18:08:38.335,528580754683461632
446,<@!332167919335243778> main krep ga bund,2021-10-24 18:24:07.106,377787590729924608
447,<@456226577798135808>,2021-10-25 04:00:03.424,377787590729924608
448,.g <@!377787590729924608>,2021-10-25 04:00:56.995,345445833489121280
449,.give <@377787590729924608> 3000,2021-10-25 04:01:14.859,490180796804497419
450,.give <@!332167919335243778> 1,2021-10-25 04:02:04.100,377787590729924608
451,<@377787590729924608> jec ceweby suka ama yng macho man,2021-10-25 04:08:17.700,490180796804497419
452,.give <@!332167919335243778> 1,2021-10-25 04:09:11.706,377787590729924608
453,.give <@!490180796804497419> 3000,2021-10-25 06:01:47.663,377787590729924608
454,rpg pr <@!528580754683461632>,2021-10-25 06:38:22.521,377787590729924608
455,<@!490180796804497419>,2021-10-25 07:02:47.250,377787590729924608
456,<@!377787590729924608> hiya bangun bangun,2021-10-25 07:04:14.322,490180796804497419
457,<@!377787590729924608>,2021-10-25 07:10:08.519,490180796804497419
458,rpg i <@!528580754683461632>,2021-10-25 08:21:31.423,377787590729924608
459,rpg p <@!528580754683461632>,2021-10-25 08:22:20.126,377787590729924608
460,<@!528580754683461632>,2021-10-25 08:25:39.078,377787590729924608
461,<@!528580754683461632> EY,2021-10-25 10:11:49.781,377787590729924608
462,<@!528580754683461632> rich boi,2021-10-25 10:39:39.408,377787590729924608
463,<@!528580754683461632> boi kick 4,2021-10-25 11:42:40.479,377787590729924608
464,<@!345445833489121280> claim tuh,2021-10-25 12:54:06.114,377787590729924608
465,<@!528580754683461632>,2021-10-25 13:02:42.689,292567325855711235
466,<@!386643626530308096> mau row,2021-10-25 13:03:18.899,528580754683461632
467,<@!292567325855711235>  <@!528580754683461632> mw valo ga bund,2021-10-25 13:06:47.399,490180796804497419
468,<@!490180796804497419>,2021-10-25 13:08:15.827,292567325855711235
469,$give alphonse elric <@528580754683461632>,2021-10-25 14:01:56.542,386643626530308096
470,.trade <@!386643626530308096>,2021-10-25 15:49:14.816,377787590729924608
471,.g <@!386643626530308096>,2021-10-25 15:57:44.494,528580754683461632
472,<@528580754683461632> apa,2021-10-25 16:03:42.242,386643626530308096
473,$give alphonse elric <@528580754683461632>,2021-10-25 16:04:05.422,386643626530308096
474,<@!386643626530308096>,2021-10-25 16:04:12.556,528580754683461632
475,$givek <@!386643626530308096> 242,2021-10-25 16:05:28.718,528580754683461632
476,<@!887620839107870740>,2021-10-25 16:09:01.272,377787590729924608
477,<@!292567325855711235>,2021-10-25 16:09:03.580,377787590729924608
478,<@!377787590729924608>,2021-10-25 16:10:34.644,292567325855711235
479,owohug <@!386643626530308096>,2021-10-25 16:11:26.176,292567325855711235
480,<@!490180796804497419> https://discord.com/channels/835217684945830009/884048496703975444/894604735842250802,2021-10-25 18:45:33.200,377787590729924608
481,.give <@!332167919335243778> 2,2021-10-25 18:48:29.202,377787590729924608
482,<@!332167919335243778>,2021-10-25 19:01:56.381,377787590729924608
483,.dg fight <@!377787590729924608>,2021-10-25 20:12:51.631,490180796804497419
484,.dg fight <@!377787590729924608>,2021-10-25 20:15:10.837,490180796804497419
485,.dg fight <@456226577798135808>,2021-10-25 20:20:47.071,377787590729924608
486,.dg fight <@!490180796804497419>,2021-10-25 20:20:55.024,377787590729924608
487,.cl view <@!892355468314435594>,2021-10-25 20:21:15.627,377787590729924608
488,.dg fight <@!377787590729924608>,2021-10-25 20:21:20.598,490180796804497419
489,salah pindah bund <@!490180796804497419>,2021-10-25 20:32:02.934,377787590729924608
490,owobully <@!490180796804497419>,2021-10-25 20:32:10.926,377787590729924608
491,join kofuku <@!528580754683461632>,2021-10-26 04:10:52.876,377787590729924608
492,rpg p <@!528580754683461632>,2021-10-26 05:11:57.630,377787590729924608
493,rpg i <@!528580754683461632>,2021-10-26 05:12:59.871,377787590729924608
494,udh d12 <@!528580754683461632>,2021-10-26 05:16:09.904,377787590729924608
495,<@!345445833489121280>,2021-10-26 09:43:22.412,386643626530308096
496,<@!345445833489121280> OMG GIRLLL,2021-10-26 09:43:26.951,386643626530308096
497,<@!386643626530308096> i got bakugou's sidekicks 😂,2021-10-26 11:34:54.651,345445833489121280
498,<@!386643626530308096>,2021-10-26 12:33:45.138,528580754683461632
499,<@332167919335243778>,2021-10-26 14:04:29.128,490180796804497419
500,Oi <@332167919335243778>,2021-10-26 14:39:51.400,490180796804497419
501,<@!386643626530308096> do u perhaps wnat him? lol,2021-10-26 14:48:06.105,345445833489121280
502,$givek <@!345445833489121280> 210,2021-10-26 14:51:47.934,386643626530308096
503,$give <@!386643626530308096> Makoto Tachibana,2021-10-26 14:52:15.032,345445833489121280
504,but not as sus as magic highschool ya ga <@!345445833489121280>,2021-10-26 14:54:38.319,386643626530308096
505,owowave <@!377787590729924608>,2021-10-26 15:47:24.401,292567325855711235
506,owohug <@!292567325855711235>,2021-10-26 15:48:35.333,377787590729924608
507,dont squeeze too hard <@!377787590729924608>,2021-10-26 15:50:14.091,292567325855711235
508,.give <@!332167919335243778> 1,2021-10-26 16:08:20.375,377787590729924608
509,$give dante <@!332167919335243778>,2021-10-26 16:24:55.492,490180796804497419
510,<@!332167919335243778>,2021-10-26 16:28:27.981,377787590729924608
511,<@!386643626530308096> yveltal,2021-10-26 17:01:45.393,528580754683461632
512,<@!386643626530308096> I THOUGHT ITS THOMA,2021-10-26 17:07:24.358,345445833489121280
513,rpg i <@!528580754683461632>,2021-10-26 17:21:23.979,377787590729924608
514,<@377787590729924608> someone from mirai nikki again,2021-10-26 17:46:50.906,345445833489121280
515,Selamat bucky <@377787590729924608>,2021-10-26 17:52:08.576,386643626530308096
516,<@!377787590729924608>,2021-10-27 03:43:52.772,386643626530308096
517,<@!345445833489121280>,2021-10-27 03:46:20.600,386643626530308096
518,$givek 337 <@!345445833489121280>,2021-10-27 03:47:50.354,386643626530308096
519,@givek <@!345445833489121280> 337,2021-10-27 03:47:59.321,386643626530308096
520,$givek <@!345445833489121280> 337,2021-10-27 03:48:10.340,386643626530308096
521,$give <@!386643626530308096> Rin Okumura,2021-10-27 03:48:20.566,345445833489121280
522,<@!386643626530308096>,2021-10-27 03:52:06.689,377787590729924608
523,owohug <@!386643626530308096>,2021-10-27 03:52:08.882,377787590729924608
524,<@!386643626530308096> u nnton?,2021-10-27 03:57:21.788,345445833489121280
525,HE FINE THO <@!377787590729924608>,2021-10-27 04:01:34.345,386643626530308096
526,<@!528580754683461632> calpin ; ;,2021-10-27 04:43:05.382,386643626530308096
527,<@!887620839107870740>,2021-10-27 04:52:21.953,377787590729924608
528,<@!292567325855711235>,2021-10-27 04:52:23.330,377787590729924608
529,<@!345445833489121280> nonton deh blue period,2021-10-27 04:58:52.605,386643626530308096
530,<@!386643626530308096>,2021-10-27 05:08:48.897,345445833489121280
531,<@!386643626530308096>,2021-10-27 05:45:59.559,345445833489121280
532,<@!345445833489121280>,2021-10-27 05:51:23.642,386643626530308096
533,<@!528580754683461632>,2021-10-27 05:53:48.358,386643626530308096
534,$give leone <@!377787590729924608>,2021-10-27 06:14:42.411,292567325855711235
535,<@!528580754683461632>,2021-10-27 06:45:54.856,292567325855711235
536,.give <@!332167919335243778> 1,2021-10-27 09:04:12.606,377787590729924608
537,.p <@!490180796804497419>,2021-10-27 09:31:58.653,377787590729924608
538,.give <@!332167919335243778> 1,2021-10-27 11:15:37.745,377787590729924608
539,cla <@!528580754683461632>,2021-10-27 11:19:48.813,377787590729924608
540,<@!352058734815608843>,2021-10-27 11:49:00.719,490180796804497419
541,<@!490180796804497419>,2021-10-27 12:04:42.702,386643626530308096
542,$give <@!386643626530308096> izuku midoriya,2021-10-27 12:05:02.242,490180796804497419
543,$give <@!490180796804497419> katsuki bakugo,2021-10-27 12:05:20.816,386643626530308096
544,<@!386643626530308096> mw main gaa,2021-10-27 12:07:53.370,490180796804497419
545,rpg hal boo <@!528580754683461632>,2021-10-27 13:02:05.417,377787590729924608
546,.give <@!332167919335243778> 1,2021-10-27 16:03:14.875,377787590729924608
547,.give <@!332167919335243778> 1,2021-10-27 19:44:55.053,377787590729924608
548,<@!528580754683461632>,2021-10-28 02:08:51.078,377787590729924608
549,<@!528580754683461632>,2021-10-28 02:11:01.131,377787590729924608
550,<@377787590729924608> butuh wiz g?,2021-10-28 02:11:23.354,528580754683461632
551,rpg hal boo <@!377787590729924608>,2021-10-28 03:56:51.876,528580754683461632
552,dpt tobio ga? <@!528580754683461632>,2021-10-28 04:21:27.077,377787590729924608
553,<@!386643626530308096>,2021-10-28 05:30:20.524,345445833489121280
554,"<@!377787590729924608> baby jecy, buturh brp kartu dri evo 1 ampe evo 3?",2021-10-28 05:40:40.963,528580754683461632
555,<@!528580754683461632> ikut ga,2021-10-28 05:46:51.373,377787590729924608
556,ini mungkin bisa <@456226577798135808>,2021-10-28 05:49:23.922,377787590729924608
557,<@!528580754683461632>,2021-10-28 05:52:09.044,377787590729924608
558,murah tuh <@!490180796804497419>,2021-10-28 10:04:02.702,377787590729924608
559,<@!345445833489121280> dazai aint coming i guess,2021-10-28 13:41:30.718,386643626530308096
560,<@!345445833489121280>,2021-10-28 14:23:39.992,386643626530308096
561,$mmrk <@!345445833489121280>,2021-10-28 14:24:53.577,386643626530308096
562,$give <@!345445833489121280>  chuyua nakahara,2021-10-28 14:24:59.158,490180796804497419
563,$give <@!345445833489121280> Chuuya Nakahara,2021-10-28 14:25:13.028,490180796804497419
564,$givek <@!490180796804497419> 500,2021-10-28 14:25:27.321,345445833489121280
565,<@!386643626530308096> dazainya kapan yaampun ini frienemy dazai aaaaa,2021-10-28 14:26:05.529,345445833489121280
566,<@!377787590729924608>,2021-10-28 15:16:30.055,528580754683461632
567,regen <@!528580754683461632>,2021-10-28 15:16:41.322,377787590729924608
568,owoavatar <@!528580754683461632>,2021-10-28 15:17:54.770,377787590729924608
569,owoavatar <@!528580754683461632>,2021-10-28 15:18:04.742,377787590729924608
570,<@!377787590729924608> ada mio ga?,2021-10-28 15:23:46.971,528580754683461632
571,<@!345445833489121280>,2021-10-28 16:01:05.091,386643626530308096
572,<@!332167919335243778>,2021-10-28 17:45:11.317,377787590729924608
573,.give <@!332167919335243778> 1,2021-10-28 17:45:34.563,377787590729924608
574,$givek <@!332167919335243778> 1,2021-10-28 17:45:42.741,377787590729924608
575,$givek <@345445833489121280> 200,2021-10-28 17:57:29.016,386643626530308096
576,$mmkr <@!386643626530308096>,2021-10-28 17:57:43.534,345445833489121280
577,$mmrk <@332167919335243778>,2021-10-28 18:00:48.175,386643626530308096
578,$givek <@!386643626530308096> 200,2021-10-28 18:03:32.751,345445833489121280
579,$give bam <@345445833489121280>,2021-10-28 18:03:53.597,386643626530308096
580,$give <@!386643626530308096> eugeo,2021-10-28 18:04:15.282,345445833489121280
581,$mmrk <@!386643626530308096>,2021-10-28 18:04:24.970,332167919335243778
582,$mmrk <@!386643626530308096>,2021-10-28 18:04:36.168,332167919335243778
583,<@!528580754683461632>,2021-10-29 02:49:00.195,377787590729924608
584,<@!528580754683461632>,2021-10-29 02:49:49.684,377787590729924608
585,bt here <@!528580754683461632>,2021-10-29 02:52:20.791,377787590729924608
586,<@!345445833489121280>,2021-10-29 03:58:16.750,386643626530308096
587,<@!345445833489121280> out of this page yang paling out of place,2021-10-29 04:02:26.672,386643626530308096
588,$givek <@!386643626530308096> 290,2021-10-29 04:04:45.033,345445833489121280
589,$give zack <@!345445833489121280>,2021-10-29 04:04:56.454,386643626530308096
590,<@!386643626530308096> mau g,2021-10-29 04:23:24.539,528580754683461632
591,<@!332167919335243778> gue dpt kesukaan lu lagi buck,2021-10-29 05:42:46.989,377787590729924608
592,.trade <@!490180796804497419>,2021-10-29 05:56:33.365,377787590729924608
593,<@!528580754683461632>,2021-10-29 05:58:14.495,377787590729924608
594,<@!292567325855711235>,2021-10-29 05:59:10.045,377787590729924608
595,<@!819778342818414632>,2021-10-29 06:06:10.008,377787590729924608
596,<@456226577798135808>,2021-10-29 06:06:12.131,377787590729924608
597,<@!490180796804497419>,2021-10-29 06:06:16.927,377787590729924608
598,$give <@!345445833489121280> Angelo Lagusa,2021-10-29 06:06:37.858,490180796804497419
599,$give <@!490180796804497419> ferris,2021-10-29 06:08:36.144,345445833489121280
600,$give <@!345445833489121280> Ray (SnT),2021-10-29 06:09:02.781,490180796804497419
601,<@!528580754683461632> u in raid?,2021-10-29 06:34:12.250,377787590729924608
602,<@!490180796804497419> lgi raid ga,2021-10-29 06:34:32.267,377787590729924608
603,<@!386643626530308096> wanna raid?,2021-10-29 06:34:54.203,377787590729924608
604,.g <@!386643626530308096>,2021-10-29 06:42:44.580,377787590729924608
605,<@!528580754683461632>,2021-10-29 07:23:23.713,490180796804497419
606,<@!377787590729924608> is it gewd,2021-10-29 08:15:37.945,708992571178876992
607,.give <@!377787590729924608> 2500,2021-10-29 08:27:22.153,708992571178876992
608,.give <@!377787590729924608> 1500,2021-10-29 08:28:54.989,708992571178876992
609,owopat <@!708992571178876992>,2021-10-29 08:29:10.365,377787590729924608
610,owopray <@!708992571178876992>,2021-10-29 08:29:12.760,377787590729924608
611,.give <@!377787590729924608> 700,2021-10-29 08:29:41.855,708992571178876992
612,$give <@!332167919335243778> belle delphine,2021-10-29 08:34:30.337,377787590729924608
613,<@!377787590729924608> kasih aku jec biar complete set,2021-10-29 08:37:16.291,386643626530308096
614,insisting to be in the raid <@!386643626530308096>,2021-10-29 09:18:42.064,377787590729924608
615,<@!528580754683461632>,2021-10-29 09:19:26.839,386643626530308096
616,$give <@!332167919335243778>  kyouko hori,2021-10-29 09:27:11.793,377787590729924608
617,rpg i <@!528580754683461632>,2021-10-29 09:49:24.559,377787590729924608
618,.trade <@!386643626530308096>,2021-10-29 09:51:15.042,377787590729924608
619,owoavatar <@!528580754683461632>,2021-10-29 09:59:15.903,377787590729924608
620,<@!528580754683461632>,2021-10-29 10:03:59.260,377787590729924608
621,this one <@!528580754683461632>,2021-10-29 10:06:15.936,377787590729924608
622,gg ro <@!386643626530308096>,2021-10-29 10:15:43.102,377787590729924608
623,ada kanao raid lagi ro <@!386643626530308096>,2021-10-29 10:24:41.853,377787590729924608
624,<@!386643626530308096> udh impossible,2021-10-29 10:25:31.610,377787590729924608
625,Jec i think still can <@377787590729924608>,2021-10-29 10:30:36.857,386643626530308096
626,<@377787590729924608> pls,2021-10-29 10:41:04.221,386643626530308096
627,<@377787590729924608>,2021-10-29 10:41:19.650,386643626530308096
628,<@!386643626530308096> :(,2021-10-29 10:43:31.431,377787590729924608
629,<@345445833489121280>,2021-10-29 10:43:58.358,386643626530308096
630,<@!386643626530308096> HAHAHA RO,2021-10-29 10:44:23.681,345445833489121280
631,gabisa ro <@!386643626530308096>,2021-10-29 10:46:00.365,377787590729924608
632,<@345445833489121280>,2021-10-29 11:55:22.464,386643626530308096
633,U AINT GOT SHIT ON ME <@345445833489121280>,2021-10-29 11:55:33.235,386643626530308096
634,.give <@!377787590729924608> 912,2021-10-29 12:04:13.662,708992571178876992
635,.give <@!377787590729924608> 1000,2021-10-29 12:04:30.111,708992571178876992
636,.give <@!377787590729924608> 250,2021-10-29 12:05:00.943,708992571178876992
637,<@!708992571178876992>,2021-10-29 12:10:02.398,377787590729924608
638,.g <@!386643626530308096>,2021-10-29 14:50:45.970,377787590729924608
639,.g <@!377787590729924608>,2021-10-29 14:52:14.004,528580754683461632
640,<@!386643626530308096> ',2021-10-29 14:54:27.091,377787590729924608
641,<@!386643626530308096>,2021-10-29 15:10:19.820,377787590729924608
642,.trade <@!386643626530308096>,2021-10-29 15:20:37.823,377787590729924608
643,.trade <@!386643626530308096>,2021-10-29 15:39:42.685,377787590729924608
644,owowave <@!386643626530308096>,2021-10-29 15:41:04.602,292567325855711235
645,<@!386643626530308096>,2021-10-29 15:45:12.554,345445833489121280
646,"<@!528580754683461632> <@!292567325855711235> 
https://youtu.be/VUEyGMyxzzM",2021-10-29 15:50:23.322,490180796804497419
647,<@!386643626530308096> ro...,2021-10-29 17:36:28.070,345445833489121280
648,<@386643626530308096> atk,2021-10-29 18:16:49.590,528580754683461632
649,rpg duel <@!377787590729924608>,2021-10-30 07:48:27.118,528580754683461632
650,",trade <@!528580754683461632>",2021-10-30 08:52:21.104,377787590729924608
651,.trade <@!528580754683461632>,2021-10-30 08:52:25.688,377787590729924608
652,.trade <@!377787590729924608>,2021-10-30 09:05:06.045,528580754683461632
653,$givek <@!292567325855711235> 3265,2021-10-30 09:05:50.445,887620839107870740
654,<@!345445833489121280>,2021-10-30 09:48:27.726,386643626530308096
655,udah lama pengen pake iniiii <@!345445833489121280>,2021-10-30 10:52:10.340,377787590729924608
656,<@!386643626530308096> i finally use it,2021-10-30 10:52:29.389,377787590729924608
657,Orang ini <@377787590729924608>,2021-10-30 11:27:55.266,490180796804497419
658,SIMP AF <@377787590729924608>,2021-10-30 11:34:29.986,490180796804497419
659,SIMP AF <@377787590729924608>,2021-10-30 11:34:43.052,490180796804497419
660,owopat <@!528580754683461632>,2021-10-30 11:53:33.398,377787590729924608
661,ur theory is ofc right <@!292567325855711235>,2021-10-30 12:23:43.964,377787590729924608
662,$mma <@!292567325855711235>,2021-10-30 12:25:52.347,377787590729924608
663,ditemenin biar ga sepi <@!332167919335243778>,2021-10-30 13:19:22.871,377787590729924608
664,$givek <@!345445833489121280> 350,2021-10-30 15:41:16.326,377787590729924608
665,$give <@!377787590729924608> Ninomae Ina'nis,2021-10-30 15:41:50.521,345445833489121280
666,$give kenji miyazawa <@345445833489121280>,2021-10-30 15:47:20.184,386643626530308096
667,owohug <@!386643626530308096>,2021-10-30 15:48:12.438,345445833489121280
668,<@!386643626530308096> \\,2021-10-30 15:50:13.453,345445833489121280
669,$give <@!377787590729924608> kiryu coco,2021-10-30 16:33:04.878,528580754683461632
670,$me <@!528580754683461632> 400,2021-10-30 16:33:22.720,377787590729924608
671,$givek <@!528580754683461632> 400,2021-10-30 16:33:29.980,377787590729924608
672,$givek <@!528580754683461632> 400,2021-10-30 16:33:45.854,377787590729924608
673,$givek <@!528580754683461632> 400,2021-10-30 16:34:00.470,377787590729924608
674,$givek <@!332167919335243778> 100,2021-10-30 16:47:13.329,377787590729924608
675,rpg duel <@!528580754683461632>,2021-10-30 17:29:56.624,377787590729924608
676,rpg duel <@!528580754683461632>,2021-10-30 18:05:48.225,377787590729924608
677,<@292567325855711235> sorry ma boi,2021-10-31 09:13:41.242,528580754683461632
678,<@!528580754683461632> this comp,2021-10-31 10:04:30.135,377787590729924608
679,<@377787590729924608> dpt ga jec,2021-10-31 11:37:48.869,528580754683461632
680,.trade <@!528580754683461632>,2021-10-31 11:51:17.515,377787590729924608
681,<@377787590729924608> kapan main,2021-10-31 11:56:23.965,490180796804497419
682,G main malem?? <@490180796804497419>,2021-10-31 11:58:29.876,332167919335243778
683,<@345445833489121280> 15,2021-10-31 13:42:04.358,386643626530308096
684,owohug <@!292567325855711235>,2021-10-31 14:25:53.794,377787590729924608
685,owoslap <@!571027211407196161>,2021-10-31 14:28:16.257,377787590729924608
686,<@345445833489121280> please kalo dapet,2021-10-31 14:28:25.376,386643626530308096
687,owobully <@!571027211407196161>,2021-10-31 14:28:26.322,377787590729924608
688,owoslap <@!571027211407196161>,2021-10-31 14:28:53.199,377787590729924608
689,<@!386643626530308096> owkiee,2021-10-31 14:29:09.390,345445833489121280
690,owoslap <@!270904126974590976>,2021-10-31 14:30:58.529,377787590729924608
691,<@!345445833489121280>,2021-10-31 15:03:15.169,386643626530308096
692,<@!332167919335243778> keren pisan ga sih,2021-10-31 15:30:47.492,377787590729924608
693,<@!345445833489121280> i roll for you sini,2021-10-31 16:02:18.704,386643626530308096
694,<@!490180796804497419> mau sistine,2021-10-31 16:08:10.715,377787590729924608
695,<@!528580754683461632>,2021-10-31 16:14:01.493,377787590729924608
696,.trade <@!528580754683461632>,2021-10-31 16:14:10.315,377787590729924608
697,<@!386643626530308096> mau rooo,2021-10-31 16:14:56.439,377787590729924608
698,.trade <@!386643626530308096>,2021-10-31 16:14:58.496,377787590729924608
699,.trade <@!386643626530308096>,2021-10-31 16:15:22.161,377787590729924608
700,owohug <@!386643626530308096>,2021-10-31 16:16:46.612,377787590729924608
